"LocID" "SeriesID" "DateFormtd" "year" "TFR"
32 18983413242 1960-09-30 1960.24590163934 3.01273826930802
32 18983413242 1960-09-30 1959.24590163934 3.05193881415013
32 18983413242 1960-09-30 1958.24590163934 3.1032375417043
32 18983413242 1960-09-30 1957.24590163934 3.18549299490974
32 18983413242 1960-09-30 1956.24590163934 3.17568285713252
32 18983413242 1960-09-30 1955.24590163934 3.19274828793349
32 18983413242 1960-09-30 1954.24590163934 3.19077685963444
32 18983413242 1960-09-30 1953.24590163934 3.27400915873465
32 18983413242 1960-09-30 1952.24590163934 3.24634272514389
32 18983413242 1960-09-30 1951.24590163934 3.27617122412317
32 18983413242 1960-09-30 1950.24590163934 3.3592992857604
32 18983413242 1960-09-30 1949.24590163934 3.26318191629321
32 18983413242 1960-09-30 1948.24590163934 3.32299234551332
32 18983413242 1960-09-30 1947.24590163934 3.25710471951422
32 18983413242 1960-09-30 1946.24590163934 3.25062728209937
32 27403421434 1960-10-01 1960.24863387978 3.01177007048499
32 27403421434 1960-10-01 1959.24863387978 3.05095848594976
32 27403421434 1960-10-01 1958.24863387978 3.10224097818608
32 27403421434 1960-10-01 1957.24863387978 3.18447034698948
32 27403421434 1960-10-01 1956.24863387978 3.17465917735049
32 27403421434 1960-10-01 1955.24863387978 3.19168780566907
32 27403421434 1960-10-01 1954.24863387978 3.18971448640842
32 27403421434 1960-10-01 1953.24863387978 3.27295176616411
32 27403421434 1960-10-01 1952.24863387978 3.24529123362174
32 27403421434 1960-10-01 1951.24863387978 3.27507686534774
32 27403421434 1960-10-01 1950.24863387978 3.35821018103612
32 27403421434 1960-10-01 1949.24863387978 3.26212360511913
32 27403421434 1960-10-01 1948.24863387978 3.32191743664052
32 27403421434 1960-10-01 1947.24863387978 3.2560200199655
32 27403421434 1960-10-01 1946.24863387978 3.24958140273498
32 87208575130 2001-11-18 2001.37945205479 2.60281865073229
32 87208575130 2001-11-18 2000.37945205479 2.47048986821742
32 87208575130 2001-11-18 1999.37945205479 2.77612798360588
32 87208575130 2001-11-18 1998.37945205479 2.73662045794952
32 87208575130 2001-11-18 1997.37945205479 2.83168196004218
32 87208575130 2001-11-18 1996.37945205479 3.0264092594614
32 87208575130 2001-11-18 1995.37945205479 2.97573112870231
32 87208575130 2001-11-18 1994.37945205479 2.9996050471926
32 87208575130 2001-11-18 1993.37945205479 3.06072619653597
32 87208575130 2001-11-18 1992.37945205479 3.1599824954095
32 87208575130 2001-11-18 1991.37945205479 3.35445532147572
32 87208575130 2001-11-18 1990.37945205479 3.2529991204676
32 87208575130 2001-11-18 1989.37945205479 3.18423386018098
32 87208575130 2001-11-18 1988.37945205479 3.22774300965513
32 87208575130 2001-11-18 1987.37945205479 3.27497479381324
32 159145635252 1991-05-15 1990.86712328767 3.11690247499642
32 159145635252 1991-05-15 1989.86712328767 2.75849835522076
32 159145635252 1991-05-15 1988.86712328767 3.11807658708885
32 159145635252 1991-05-15 1987.86712328767 3.16175517601099
32 159145635252 1991-05-15 1986.86712328767 3.26545776310526
32 159145635252 1991-05-15 1985.86712328767 3.1969837028632
32 159145635252 1991-05-15 1984.86712328767 3.10663729833173
32 159145635252 1991-05-15 1983.86712328767 3.16005962001377
32 159145635252 1991-05-15 1982.86712328767 3.32676376434819
32 159145635252 1991-05-15 1981.86712328767 3.45402568367156
32 159145635252 1991-05-15 1980.86712328767 3.47280308984699
32 159145635252 1991-05-15 1979.86712328767 3.63304111216369
32 159145635252 1991-05-15 1978.86712328767 3.64225878140675
32 159145635252 1991-05-15 1977.86712328767 3.60592449483565
32 159145635252 1991-05-15 1976.86712328767 3.56471166815708
32 1624917923418 2010-10-27 2010.31917808219 2.28174190057005
32 1624917923418 2010-10-27 2009.31917808219 2.27330009233769
32 1624917923418 2010-10-27 2008.31917808219 2.31320123384753
32 1624917923418 2010-10-27 2007.31917808219 2.25717273576978
32 1624917923418 2010-10-27 2006.31917808219 2.33149516103904
32 1624917923418 2010-10-27 2005.31917808219 2.42553854975346
32 1624917923418 2010-10-27 2004.31917808219 2.47500160085689
32 1624917923418 2010-10-27 2003.31917808219 2.50580178154867
32 1624917923418 2010-10-27 2002.31917808219 2.53255605898049
32 1624917923418 2010-10-27 2001.31917808219 2.59771998700608
32 1624917923418 2010-10-27 2000.31917808219 2.77191146712495
32 1624917923418 2010-10-27 1999.31917808219 2.73795582075501
32 1624917923418 2010-10-27 1998.31917808219 2.7947677916144
32 1624917923418 2010-10-27 1997.31917808219 2.80339629314594
32 1624917923418 2010-10-27 1996.31917808219 3.10557757944155
32 2342503768252 1980-10-23 1980.3087431694 3.49546107576842
32 2342503768252 1980-10-23 1979.3087431694 3.34937485955503
32 2342503768252 1980-10-23 1978.3087431694 3.55019713050544
32 2342503768252 1980-10-23 1977.3087431694 3.62312661973717
32 2342503768252 1980-10-23 1976.3087431694 3.47367410123428
32 2342503768252 1980-10-23 1975.3087431694 3.42212060862395
32 2342503768252 1980-10-23 1974.3087431694 3.21956354909507
32 2342503768252 1980-10-23 1973.3087431694 3.22123999113774
32 2342503768252 1980-10-23 1972.3087431694 3.29547596241377
32 2342503768252 1980-10-23 1971.3087431694 3.27671424719644
32 2342503768252 1980-10-23 1970.3087431694 3.31331760373038
32 2342503768252 1980-10-23 1969.3087431694 3.1409360382123
32 2342503768252 1980-10-23 1968.3087431694 3.19742180367197
32 2342503768252 1980-10-23 1967.3087431694 3.11512576214252
32 2342503768252 1980-10-23 1966.3087431694 3.15862749523676
32 2481427210146 1991-05-16 1990.8698630137 3.12330766458738
